GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDogs,GISPROD3OSMPTrailsOSMPDogRegGen,GISPROD3OSMPTrailsOSMPDogRegDesc,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID
661,OSMP,Yes,Multi-Use Trail,116-426-425,Yes,116,0.039,229,Flatirons Vista North,{8E93E229-999B-41E9-B4DC-29564C1C66DF},,,,220,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{93BA9988-EBF6-4155-9EEB-0495FD22BEF5}
662,OSMP,Yes,Multi-Use Trail,115-425-431,Yes,115,0.041,194,Greenbelt Connector,{B35935B3-C358-4757-BD42-3010250F8541},,,,221,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{BF2051C2-AB49-4B1D-8E17-CF4B7A26B4E4}
663,OSMP,Yes,Multi-Use Trail,109-434-435,Yes,109,1.855,9688,Coalton,{98A417B2-F7E6-4050-8A48-9138719E5845},,,,222,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{6B564047-36D9-442B-8A62-18C80A1AC720}
1074,OSMP,Yes,Multi-Use Trail,403-625-674,Yes,403,0.005,-9999,Foothills South,{5EB85EE3-DAC1-4218-A3D0-C88DAACFE4DE},,,,123,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3C375E1F-3FF2-4E07-B6D9-9A05717ED79E}
1071,OSMP,No,Hiking Trail,418-626-622,Yes,418,0.007,33,Foothills Spur,{6C4D4F9F-4D71-420E-90A0-EFE695867D76},,,,120,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D32AC174-19C4-4E23-BF8A-DB8332244581}
1072,OSMP,Yes,Multi-Use Trail,403-627-626,Yes,403,0.004,20,Foothills South,{2CDDFCE1-CE85-4E36-89F1-DA14D26D8333},,,,121,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D262F3B9-BE26-48CD-A047-C9B62347E9A3}
967,OSMP,No,Hiking Trail,415-647-672,Yes,415,0.235,1217,Mesa Reservoir,{44F81B28-4243-4D88-9F91-51E110BC98FA},,,,86,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{D49FC38A-78BF-4831-86D9-4DDCD73BDBD4}
1015,OSMP,No,Hiking Trail,414-670-672,Yes,414,1.012,5315,Hidden Valley,{87F0CDD8-5E86-4B92-9BD6-73D2030C0A2B},,,,95,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{458DAE87-B7C9-4094-A980-C802DEF34FD9}
1129,OSMP,No,Hiking Trail,415-672-671,Yes,415,0.45,2387,Mesa Reservoir,{F1F463AE-557F-48B1-8A78-3FE31DF0D9E6},,,,142,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{861CB486-9CEE-4125-AA35-44FE0FD06267}
968,OSMP,Yes,Multi-Use Trail,410-646-647,Yes,410,0.204,1079,Eagle,{2B486359-13E7-44D2-A717-340C3A013C02},,,,87,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{2799D1C8-B0D9-45E4-9078-B25BD50834CE}
1016,OSMP,No,Hiking Trail,416-670-641,Yes,416,0.408,2154,Degge,{04598675-3321-44AC-9FA8-3085E2ECAC8D},,,,96,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{FE0CAA25-10E4-492D-98EE-41A9C1F18CFC}
1017,OSMP,No,Hiking Trail,416-671-670,Yes,416,0.222,1174,Degge,{F76E67BE-AF7B-455F-BFA2-EB4963E6C21F},,,,97,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{187AB547-D4C4-48BD-A974-364EE51399B1}
969,OSMP,No,Hiking Trail,416-646-671,Yes,416,0.274,1438,Degge,{42D8B924-30A0-4536-B76D-57E4BDE84BF4},,,,88,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{E628263E-D085-4C62-845D-BC35B02B9413}
1018,OSMP,No,Hiking Trail,410-640-641,Yes,410,0.009,61,Eagle,{937AC223-9E70-4AD6-B514-B81F3FA9439D},,,,98,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{394562FC-74BA-4528-8552-A55CC6E36383}
1019,OSMP,No,Hiking Trail,414-642-670,Yes,414,0.234,1225,Hidden Valley,{98FE5A5C-E094-4008-A76A-ABD827DA5394},,,,99,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{67812430-7EE9-409B-BA07-8CF9810F8213}
1130,OSMP,No,Hiking Trail,415-671-642,Yes,415,0.33,1746,Mesa Reservoir,{2208E07B-CB1F-43CC-B82C-E92E6BB1D032},,,,143,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{CFB3FEE3-31DE-41D2-8371-915EF06CC63C}
970,OSMP,Yes,Multi-Use Trail,410-644-643,Yes,410,0.079,400,Eagle,{10CECC48-9DEF-40B4-90B0-0FA520C075A9},,,,89,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{DD416408-229C-4796-A99A-74725B85B18B}
1026,OSMP,Yes,Multi-Use Trail,401-633-634,Yes,401,0.015,80,Foothills North,{3AB4FC2E-5EC5-4A6F-A3D7-72A46FC73301},,,,106,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{89341DC6-B78B-4140-A5C6-854336C5225C}
1027,OSMP,Yes,Multi-Use Trail,401-633-637,Yes,401,0.022,106,Foothills North,{8C388102-5952-4421-89C3-C0BBB85B1336},,,,107,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E5286659-DD31-47DD-8027-CB69375E53AB}
1028,OSMP,Yes,Multi-Use Trail,401-632-633,Yes,401,0.289,1545,Foothills North,{5E25ADF5-0CB7-4A81-A1EB-9BCBBE990AB3},,,,108,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{E28F9EDA-5938-466C-A838-8C72CDD0E9D9}
1030,OSMP,Yes,Multi-Use Trail,401-631-632,Yes,401,0.137,738,Foothills North,{2D6AFF87-A476-466D-9800-60C9FA45268A},,,,110,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{75CEBA36-C2E7-4982-8119-DE1746B27F82}
1073,OSMP,Yes,Multi-Use Trail,403-621-622,Yes,403,0.01,61,Foothills South,{92192501-C3AF-4576-B43C-46A1530E934F},,,,122,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C8C20DFA-8113-4727-993D-18C73D75DDC2}
1097,OSMP,No,Hiking Trail,331-271-143,Yes,331,0.029,-9999,Gregory Canyon Spur,{7CFC0E8C-8DB3-4C7A-B08B-B2B2377E5D8F},,,,410,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{49BDB535-98E0-4A30-901D-D4F074DF05A7}
1035,OSMP,No,Hiking Trail,282-279-192,No,282,0.018,-9999,Crown Rock,{C5239EA6-0D7A-4A4E-8DDB-41049DC6F09B},,,,388,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{ED5734B8-B573-4673-8D1A-928B952653ED}
1039,OSMP,No,Climbing Access,330-282-279,No,330,0.012,-9999,One Arm,{338D6C60-CC39-4494-A9CE-970C4F5B28E0},,,,392,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{702A2B41-855C-43E6-AAD8-A9B1E3A918BD}
1042,OSMP,No,Hiking Trail,327-276-277,No,327,0.015,73,Crown Rock Picnic Loop,{228159DC-1689-4000-81C8-BFE8E98D606E},,,,395,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{31966FCF-45B1-4998-98BE-7468E8724CEE}
1040,OSMP,No,Climbing Access,328-274-277,No,328,0.089,-9999,Candel,{03268138-D720-4B9D-BC57-2CC71291E43A},,,,393,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3F08C319-1125-49A6-9A66-763C98AC2746}
1033,OSMP,No,Climbing Access,329-276-275,No,329,0.055,-9999,Monkey Traverse,{A03B2444-8788-4FD5-8412-1F8DE5CB978F},,,,386,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{68206F19-77CD-46A4-8564-B442A8171E9B}
1032,OSMP,No,Climbing Access,325-280-281,No,325,0.057,-9999,Miscellaneous Alley,{8238A88D-8474-40CD-81E1-75A905493AB3},,,,385,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BDE7549F-7BA8-43B6-9A83-70164021E43F}
1043,OSMP,No,Hiking Trail,282-279-280,No,282,0.015,72,Crown Rock,{2FC3BEBF-5D11-4832-8FEA-D7E47342EECE},,,,396,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FE257860-CFC9-41F2-AB2B-B27313233CF9}
1044,OSMP,No,Hiking Trail,282-280-275,No,282,0.045,255,Crown Rock,{EEC25966-7868-4C04-9E3C-21D8BA7D407C},,,,397,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C35A7B31-4250-43E6-94A1-34256441C8CD}
1045,OSMP,No,Hiking Trail,282-275-273,No,282,0.064,320,Crown Rock,{B9EE3221-8F0A-4023-B9DB-4BF50AD3A17A},,,,398,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{784A2AD0-4B97-4941-93F5-7A8036993A44}
1041,OSMP,No,Climbing Access,326-273-272,No,326,0.029,-9999,Umbrella Tree,{1C85145E-BC43-4E60-825E-6962D92A5542},,,,394,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BC1991E2-B729-4BEF-9C08-9C57D95330D9}
844,OSMP,No,Hiking Trail,209-226-227,Yes,209,1.703,-9999,Eldorado Canyon,{8AA44DD4-F01C-44B2-B930-894294F02C55},,,,55,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{CA5E07F3-5891-4B70-ACA0-B29C18DB2B8B}
847,OSMP,No,Hiking Trail,209-227-229,Yes,209,0.448,-9999,Eldorado Canyon,{7414F08F-3BEE-4CCD-A224-B4C8D57F56B0},,,,58,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{64EA3D12-6BE0-40C2-963F-7F1EED88361F}
1143,OSMP,No,Climbing Access,320-228-227,No,320,0.033,-9999,Eldorado Canyon Spur,{88932B2A-E795-4E60-87E9-BA78B174E95C},,,,431,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EE5A9941-79CC-45B1-9039-1E284391307A}
1142,OSMP,No,Climbing Access,320-230-229,No,320,0.121,-9999,Eldorado Canyon Spur,{A601B6FA-0891-4201-A895-523DD449B91C},,,,430,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{809E4711-1AA0-42F3-9831-5F9352CBBD99}
886,OSMP,No,Hiking Trail,209-229-231,Yes,209,0.312,-9999,Eldorado Canyon,{E1977F44-F8CA-4870-BB57-F64640357908},,,,59,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EA3023EA-5026-49A6-9098-B6BBA4966672}
651,OSMP,No,Hiking Trail,256-260-029,Yes,256,0.103,541,Flatirons Loop,{BEBD3A86-C30F-4CEB-AC49-B6A61312E0D1},,,,473,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FB5D1167-54C4-4EE3-920F-CF7F3CDD4C7F}
652,OSMP,No,Climbing Access,258-260-030,Yes,258,0.11,575,Serpentine,{C1BAB6BB-EF84-47F5-9156-9E7EBB1DE67E},,,,474,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{870C3186-F56D-4ACE-AD21-EAE849D13BE8}
653,OSMP,No,Hiking Trail,256-256-260,Yes,256,0.226,1232,Flatirons Loop,{547BA155-88A1-4271-AF13-274C7F22C771},,,,475,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DDE34465-6A58-49F5-93CE-71E05F4C622B}
654,OSMP,No,Hiking Trail,259-265-263,No,259,0.638,3495,1st/2nd Flatiron,{D0AE35E2-D00D-47EE-904A-6DD161BD4C6F},,,,476,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,"Closed 8-4:30, M-F for repairs through Fall.",{46EC19B3-B6A9-4687-B90F-8FA11AD27185}
677,OSMP,No,Hiking Trail,259-261-260,No,259,0.202,990,1st/2nd Flatiron,{F4AFD2FD-58C9-4E77-82D8-5BADDC13E1C3},,,,477,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,"Closed 8-4:30, M-F for repairs through Fall.",{A10E1590-1AAB-4A1B-8FE6-9478CDC63C17}
678,OSMP,No,Hiking Trail,259-263-261,No,259,0.012,164,1st/2nd Flatiron,{81F63CA8-21D4-4F4A-9079-778D3BACA36F},,,,478,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1BA8174B-AA93-4D18-AAF8-2319793275F1}
647,OSMP,No,Climbing Access,261-264-263,No,261,0.04,-9999,1st Flatiron Bridge,{C8FC7718-B832-449C-8CFE-10C36653A1D1},,,,469,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{09397ECF-B34D-477B-AAB5-8D2C71804E4C}
650,OSMP,No,Climbing Access,260-262-261,No,260,0.128,-9999,Spy,{E46F50DE-C89A-4B52-AC9F-C56FEC878CEA},,,,472,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{038C17CC-413D-4B23-BCD1-8CF3E5FCD408}
679,OSMP,No,Hiking Trail,256-255-256,Yes,256,0.217,1179,Flatirons Loop,{E16134C4-842E-4884-BDB7-017F2D54E391},,,,479,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3A6F7A98-A216-441A-8A92-FE1614707885}
1046,OSMP,No,Hiking Trail,282-273-151,No,282,0.273,1531,Crown Rock,{E92A71D1-3BB7-467D-AE1A-EB13F3F07BAB},,,,399,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F34F60D9-2F50-4255-A389-3CA8EBA3E5A4}
680,OSMP,No,Hiking Trail,266-151-152,Yes,266,0.146,794,Gregory Canyon,{1E0356BF-2F65-47B7-9BF5-CA2FC264BF8D},,,,480,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DDDD844A-8693-4DA4-B6FB-5537A510631F}
681,OSMP,No,Hiking Trail,266-152-363,Yes,266,0.027,176,Gregory Canyon,{73A5B79A-35C1-4079-8D0B-338EB20BC87D},,,,481,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C92DECE7-876D-43B4-BBE9-7AE19491BFBB}
682,OSMP,No,Hiking Trail,267-152-167,No,267,0.548,2957,Saddle Rock,{4880B160-DF35-4576-AF87-F25A707FD134},,,,482,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{71604D94-61F9-48E0-915F-EEBCFFB4A844}
683,OSMP,No,Hiking Trail,263-167-266,No,263,0.179,1025,Amphitheater,{E2C67857-2121-43D1-B399-5F6B699CF4DF},,,,483,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{878E195B-546C-4BF0-B576-C69064046BCA}
649,OSMP,No,Hiking Trail,264-269-266,No,264,0.219,-9999,Amphitheater Express,{22159D1D-5A92-4B3A-814C-7DE5E1A59203},,,,471,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FEFCAFFD-7E6F-43C9-9F46-5BC2016DD4A8}
684,OSMP,No,Hiking Trail,263-266-267,No,263,0.035,157,Amphitheater,{9DA83EF0-EBFD-489E-A668-64A05D3E0059},,,,484,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{67858561-E709-4A50-9AA9-0D0760ECD75F}
685,OSMP,No,Hiking Trail,263-269-122,No,263,0.118,662,Amphitheater,{AA3A46D8-3580-483E-984B-3852747740EE},,,,486,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EB8AA7AC-CD5C-41DD-86CD-E8290F20A174}
648,OSMP,No,Climbing Access,265-268-267,No,265,0.024,-9999,Amphitheater Access,{537B60DF-AB86-41BE-B496-362541BCD78C},,,,470,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{13D69A57-3FA2-4E48-B678-58F810C5132D}
686,OSMP,No,Hiking Trail,339-019-020,Yes,339,0.106,547,6th Street Connector,{2513B1AB-6D05-4F34-B1E2-B5665282A60D},,,,487,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8FF115CD-97D0-4724-8A6E-90BACF6796F6}
687,OSMP,No,Hiking Trail,339-020-021,Yes,339,0.068,337,6th Street Connector,{C0669936-A321-446F-B1CE-D3997D2AEA2D},,,,488,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F98BD5B7-66E2-4435-83E5-4F88A2C058B6}
688,OSMP,No,Hiking Trail,339-021-022,Yes,339,0.067,346,6th Street Connector,{B02AC295-15B4-47E4-B9E5-A3F69BE7A87E},,,,489,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{84B80CC4-860F-4035-8210-083867EC2B63}
771,OSMP,No,Hiking Trail,279-185-184,Yes,279,0.08,367,Artist Point,{1A240759-A87F-42A1-8C9F-C7600E2C0B79},,,,639,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7DD87EAC-D78E-4BB1-B490-75E351E2E918}
709,OSMP,No,Hiking Trail,251-025-027,Yes,251,0.089,490,Baseline,{C4E376A8-85EB-4A65-B873-1E87C6F023E7},,,,490,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{18F76B70-58D6-438B-B395-31E38FEDB475}
710,OSMP,No,Hiking Trail,251-027-033,Yes,251,0.033,174,Baseline,{140F2529-AF14-4353-A27B-8B3F9E1A360B},,,,491,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{43CCA369-A0F5-411C-8041-A4B74BC48231}
711,OSMP,No,Hiking Trail,344-025-026,No,344,0.053,270,Baseline-Gregory Connector,{054100B2-98DA-4E28-B637-85229C05DBC2},,,,492,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A98EDAA0-E199-416F-A2E2-FC526361FAF6}
1099,OSMP,No,Hiking Trail,226-139-115,Yes,226,1.947,10546,Bear Canyon,{664B4911-0543-44ED-8043-C6F5C3E782C5},,,,14,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Intermittent full-day and short-term (less than 15 minutes) closures 7 days/week through December 2019,{2615593F-BCD9-4B76-8DFC-7A107F1AD4F8}
1140,OSMP,No,Hiking Trail,224-137-138,No,224,0.031,180,Bear Peak,{B97F5E4C-B295-45A3-B35D-689FC529723B},,,,428,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F938EDBF-52A8-4FBC-A0E7-1DECDA24A767}
1100,OSMP,No,Hiking Trail,224-138-154,No,224,0.301,1678,Bear Peak,{BDBD914D-3212-4914-B603-EDD663008468},,,,412,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{052688E0-9987-4046-89A2-813098E760C7}
1101,OSMP,No,Hiking Trail,225-138-139,Yes,225,1.921,10566,Bear Peak West Ridge,{05F87621-2667-4481-B400-8E0B281669DE},,,,413,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0B5D6E16-0EDE-428B-A88B-38F97D14CD25}
712,OSMP,No,Hiking Trail,254-030-031,Yes,254,0.324,1697,Bluebell Mesa,{67684864-177A-4034-97FA-ADDD962E949E},,,,493,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7146D901-3E2E-401F-8D45-568DB5AA5276}
713,OSMP,No,Hiking Trail,254-031-028,Yes,254,0.121,652,Bluebell Mesa,{4FADD1BB-36BF-42D7-AB26-46351487D6D3},,,,494,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9DE91402-3C50-44D7-B7D9-FBD5DB0EC65C}
714,OSMP,No,Hiking Trail,249-018-019,Yes,249,0.107,587,Bluebell Road,{839E8E7D-07DE-462E-BE55-30A86EA9A2C3},,,,495,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{706CFF72-A7D7-480D-9D3B-FC35BAAC6BD6}
715,OSMP,No,Hiking Trail,249-019-126,Yes,249,0.432,2318,Bluebell Road,{922DA595-7AB9-4B53-8A69-9E4A9DE5784A},,,,496,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D0A0834A-2BC7-4CBA-A9A9-B259B79CAA9F}
716,OSMP,No,Hiking Trail,249-126-125,Yes,249,0.036,182,Bluebell Road,{C8806C4B-A48B-4A43-8484-014322669105},,,,497,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2FA92F46-A643-48A1-98E2-780338375501}
717,OSMP,No,Hiking Trail,249-125-123,Yes,249,0.119,629,Bluebell Road,{1C03E92B-7B07-4167-9AD9-D49EFC6F3989},,,,498,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F3A29527-6A47-439F-98A9-A45DABCA10C9}
718,OSMP,No,Hiking Trail,249-123-124,Yes,249,0.128,676,Bluebell Road,{27E07714-22EB-4A14-9C24-56F8CD2966AF},,,,499,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6E151F2D-780A-4487-A696-B29B2A9F2215}
719,OSMP,No,Hiking Trail,249-124-125,Yes,249,0.04,206,Bluebell Road,{2A951D6E-E61E-4570-8168-7994ACDA367A},,,,500,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0205591D-9AC9-4C49-A293-EA049FC93E3F}
720,OSMP,No,Hiking Trail,255-124-031,Yes,255,0.262,1379,Bluebell Spur,{BBF515D9-4EE5-466B-893D-C834098C6663},,,,501,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5BDA752A-187C-4FE9-A82E-08F210DCB198}
721,OSMP,No,Hiking Trail,252-030-029,Yes,252,0.095,484,Bluebell-Baird,{0DA88CDC-FF2E-40E2-9100-9B8A151AD35D},,,,502,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E89CA5CD-09E9-43B4-860E-12B958797C2D}
735,OSMP,No,Hiking Trail,252-029-270,Yes,252,0.28,1462,Bluebell-Baird,{AAB2463C-9906-4B11-B663-5BB933CB3236},,,,503,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D91124BC-F802-4883-935F-67A0D9739BAF}
736,OSMP,No,Hiking Trail,252-270-033,Yes,252,0.208,1132,Bluebell-Baird,{600F036A-DB6B-4B03-9767-49146F9253B0},,,,504,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8AA32B56-D627-45B4-9C02-EC50883AACC1}
737,OSMP,No,Hiking Trail,252-033-122,No,252,0.024,138,Bluebell-Baird,{4ADBBE34-71A5-4186-8189-4624D132FFED},,,,505,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{CFB017D5-741F-440F-BBF9-073066FCBBD1}
738,OSMP,No,Hiking Trail,263-122-075,No,263,0.014,86,Amphitheater,{56AB6FD6-D690-4849-870A-9F39F510809C},,,,506,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{95A6B242-8601-4C92-8F9D-5B9448DC329E}
911,OSMP,No,Hiking Trail,277-180-181,Yes,277,0.262,1431,Boy Scout,{D2F67616-56CB-4881-886E-3BAAFC77BCE2},,,,345,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C0C912A9-B244-42ED-823D-115DC1AF263D}
912,OSMP,No,Hiking Trail,277-181-183,Yes,277,0.427,2318,Boy Scout,{4D1EA933-ADF5-4DD8-BD68-6BB794F04D05},,,,346,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{67CCCE2C-2158-4067-A109-2AAFE01D5993}
942,OSMP,Yes,Multi-Use Trail,272-168-169,Yes,272,1.378,7393,Chapman Drive,{807B9DB3-094D-4F31-B50A-E6B94D342D00},,,,347,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0CB3A30E-7404-47B3-BF87-2025A3A3F7A4}
943,OSMP,Yes,Multi-Use Trail,272-169-170,Yes,272,1.202,6445,Chapman Drive,{BA6A2C0B-914D-454F-87B4-56E8EA7C3154},,,,348,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0921CF08-67FA-4B97-B1EE-C508EBBC1691}
1102,OSMP,No,Hiking Trail,223-137-153,No,223,1.068,6276,Fern Canyon,{108611A4-E14C-4B37-8050-25F0EB01E0FD},,,,414,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{03E71FA2-AB79-494A-A5C5-43E5DC69C157}
944,OSMP,No,Hiking Trail,280-177-186,Yes,280,0.213,1123,Flagstaff,{91355818-5C77-4A66-B499-B9A9692B3DE3},,,,349,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9F2528D0-EB00-4352-8D1D-3860DB5FC2F2}
945,OSMP,No,Hiking Trail,280-186-188,Yes,280,0.019,107,Flagstaff,{A9654C61-B06D-4AE4-BC73-955FCC79456E},,,,350,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9412E725-E85A-479C-A301-B78B19E3B120}
946,OSMP,No,Hiking Trail,280-188-189,Yes,280,0.636,3390,Flagstaff,{A572D5D9-6F13-45FB-BBAF-77CEFA5367FF},,,,351,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2A5A8BC3-125B-496D-8D19-10B7CDC2E234}
1047,OSMP,No,Hiking Trail,280-192-193,Yes,280,0.239,1272,Flagstaff,{221957CA-B93B-488C-B1F0-C728F641881C},,,,400,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1E714E3E-356A-43EE-89C4-9BCA93F79D49}
1048,OSMP,No,Hiking Trail,280-193-194,Yes,280,0.085,472,Flagstaff,{F0C76970-D80F-434A-8979-F807F2C7A2EC},,,,401,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1B8BCB2E-A23B-4FE6-8FAA-59B37B609658}
