GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDogs,GISPROD3OSMPTrailsOSMPDogRegGen,GISPROD3OSMPTrailsOSMPDogRegDesc,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID
863,OSMP,No,Hiking Trail,308-311-312,Yes,308,0.017,86,Red Rocks Spur,{C2FED6E9-62B3-4161-B4C1-85BEB75CBA67},,,,325,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{35B6EA6B-A1E6-4098-8E20-DE54248F7DAB}
864,OSMP,No,Hiking Trail,308-312-313,Yes,308,0.063,344,Red Rocks Spur,{1CBD6109-1305-4396-8BA9-347C86A5C925},,,,326,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BFE6A4BA-C2C2-4221-BD0A-90727924D093}
839,OSMP,No,Hiking Trail,287-307-306,Yes,287,0.443,-9999,Anemone,{2C2A3D8B-2BEB-4DA7-AEAB-17E41CE1C7A1},,,,51,Until Further Notice,,,Closed,Intermittent Closure,,https://bouldercolorado.gov/osmp/osmp-projects,"Closed M-F, 5am-5pm because of heavy equipment",{64399A7A-8A54-46F1-829B-9C7D695424D8}
1087,OSMP,No,Hiking Trail,327-277-278,No,327,0.051,301,Crown Rock Picnic Loop,{CC4909A9-B7C4-40D4-AAAC-08B6F788A3B7},,,,406,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DCD3F072-9780-415D-89FB-84DFEE651CCC}
645,OSMP,No,Hiking Trail,245-059-060,Yes,245,0.445,2350,Enchanted Mesa,{2F11D894-7828-4B43-B112-6CBCC763BA8A},,,,467,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DAA4339D-72A8-4275-B461-9DBFFC7B72EF}
701,OSMP,No,Hiking Trail,121-454-417,Yes,121,0.363,1882,Goshawk Ridge,{971269E7-2B91-4C7F-B35B-8886486E51F3},,,,258,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{4441A136-BDF1-44F6-8A42-0C108EEDC2F1}
702,OSMP,No,Hiking Trail,108-412-454,Yes,108,0.083,437,Fowler,{6775799B-26C4-45E8-9BAF-4E4667793FB9},,,,259,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{6143630F-80FC-4362-96E2-208CACE0ED73}
1084,OSMP,Yes,Multi-Use Trail,407-605-606,Yes,407,0.022,113,Wonderland Lake,{5B47BF3C-602E-420A-A501-2EAC847526C8},,,,133,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1032F0EB-8A88-4D36-9AC6-06B0EEEFC218}
1085,OSMP,Yes,Multi-Use Trail,407-604-605,Yes,407,0.009,49,Wonderland Lake,{89660803-FEB7-4F66-82F1-DAB00F76C30D},,,,134,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{23646944-DB5D-43A8-9463-8EFF1CB5F950}
1020,OSMP,No,Hiking Trail,410-641-642,Yes,410,0.41,2150,Eagle,{1DF483C2-559D-4266-B053-2C7665349F36},,,,100,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{57839B4C-A6A5-4149-BF03-F1CBB6580255}
975,OSMP,No,Hiking Trail,410-642-643,Yes,410,0.004,-9999,Eagle,{B81AC659-01C2-4BC5-B78B-97A4B0E2C008},,,,94,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{36EBB888-CBDF-4D43-8910-2781CA3126E3}
1062,OSMP,Yes,Multi-Use Trail,401-629-630,Yes,401,0.146,766,Foothills North,{2EFA12D9-CCD0-4B6F-9942-41725AA2A2CF},,,,111,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{1A19933F-6FC2-43E4-B2EC-926D6C7AFEE6}
767,OSMP,Yes,Multi-Use Trail,403-622-674,Yes,403,0.032,138,Foothills South,{F5AFC1C8-65CA-46A2-BE5D-0EA603E8B29F},,,,635,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{650C6C6F-6DBB-4CC1-9C42-7023098A69F1}
752,OSMP,No,Hiking Trail,291-362-360,Yes,291,0.058,314,Goat,{6B0C917E-2859-4240-984E-7C4DCA599900},,,,268,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1CBEAA94-929C-42CC-87A2-4EB4A0A4D850}
1088,OSMP,No,Hiking Trail,327-278-276,No,327,0.033,188,Crown Rock Picnic Loop,{2A3F5637-D610-49E0-9B53-9A5D8BFDF1F9},,,,407,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{226A52F1-C8E0-43F1-9A5D-3FCB6FD11484}
1089,OSMP,No,Hiking Trail,327-279-278,No,327,0.004,15,Crown Rock Picnic Loop,{EEA4CF21-F79F-4EA6-8ABE-EA4A138C57B6},,,,408,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{267CD11B-A0B0-4BDB-BEE1-B4C97F60FC6B}
1065,OSMP,Yes,Multi-Use Trail,401-624-631,Yes,401,0.011,-9999,Foothills North,{598C036E-D245-4CC5-A84E-612D7EDDFB60},,,,114,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4AE3023B-1E60-4A0F-9DEB-E8C8554D27C3}
1064,OSMP,Yes,Multi-Use Trail,401-624-630,Yes,401,0.014,-9999,Foothills North,{689B36D0-FC2E-49F1-A09E-FA62CD7AAE8C},,,,113,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C2E26FAF-6529-4B61-95E3-54F65E98BCEB}
666,OSMP,Yes,Multi-Use Trail,113-441-455,Yes,113,0.003,25,Coal Seam,{B5AA3B79-D62A-4801-92C8-39344B03F887},,,,225,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{F6E4BF76-0944-4254-B2FF-538B070F51F1}
667,OSMP,Yes,Multi-Use Trail,113-456-441,Yes,113,0.038,179,Coal Seam,{913281CA-6FFD-4938-B6FE-408E2937ECCA},,,,226,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{A50C7C07-4845-4471-8EA8-9014514504E8}
668,OSMP,Yes,Multi-Use Trail,106-441-456,No,106,0.051,266,Marshall Valley - Accessible,{145ADD8F-A6F6-4374-8D4E-AC01DA67FBF9},,,,232,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{AD24D27F-831B-4920-9274-EAC9F5B23038}
669,OSMP,Yes,Multi-Use Trail,113-440-456,Yes,113,0.004,40,Coal Seam,{CA66EC96-C002-4B08-878A-B622BE2CB848},,,,233,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{1A6AD442-260D-4617-AEC5-D393D6EB9D32}
1122,OSMP,Yes,Hiking Trail,407-601-604,Yes,407,0.008,39,Wonderland Lake,{F2D1BCE0-6024-49B4-B6A1-0E8998E55319},,,,135,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{061E18C0-D8D5-4FBA-8C47-C526F550AE43}
1123,OSMP,Yes,Multi-Use Trail,407-602-604,Yes,407,0.017,89,Wonderland Lake,{406367F4-23E0-4228-BA9E-77439A6BF12A},,,,136,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FBD16AFB-910C-465E-A28B-AFA8C5FB2202}
753,OSMP,No,Hiking Trail,291-343-362,Yes,291,0.404,2183,Goat,{8F74D243-E9E6-4578-9837-36314A38F566},,,,269,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EF827EE0-1329-4A7D-A9BE-0E2F28A94BF7}
1124,OSMP,Yes,Multi-Use Trail,407-610-609,Yes,407,0.197,1029,Wonderland Lake,{5B6954F2-841D-4DF1-A9BF-A18D6AB081FF},,,,137,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3D255BE8-81E1-471B-A2D3-A7A87371C287}
845,OSMP,No,Hiking Trail,228-147-247,Yes,228,0.074,-9999,Green Mountain West Ridge,{3CEDC64F-D86C-4CBD-827B-824497FA68C1},,,,56,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EE30EDB1-E923-4CEC-8D77-1AFFC03355E4}
1137,OSMP,No,Hiking Trail,267-149-167,No,267,0.745,4104,Saddle Rock,{121812A3-050F-480D-9D95-B1F0DF37A544},,,,425,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E88B090B-DE23-4F80-B4B5-2B87A3961813}
1138,OSMP,No,Hiking Trail,268-150-149,No,268,0.614,3218,E.M. Greenman,{022AC523-9D03-431F-BA19-2197F732EB2B},,,,426,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2C7B8975-240F-4738-8CC9-AD8066606F68}
1139,OSMP,No,Hiking Trail,268-679-149,No,268,1.04,5818,E.M. Greenman,{408BA78D-974D-4E8E-899E-21A12CAFCE1F},,,,427,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FB1146C8-76C8-4ED5-8BC2-7B94041896C8}
1094,OSMP,No,Climbing Access,319-247-246,No,319,0.035,-9999,Sacred Cliffs,{5DE77522-1ADE-48FA-9EEC-2A74E4F713CA},,,,5,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{FD181800-4446-4CA7-A476-29F13B5FAE5B}
972,OSMP,Yes,Multi-Use Trail,410-643-646,Yes,410,0.522,2755,Eagle,{B2C2EFC8-39D4-4543-8048-2AD506E24070},,,,91,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{5EF13014-33E6-40C3-ACBE-E0F9B37D85A5}
973,OSMP,No,Hiking Trail,412-643-654,Yes,412,0.891,4734,Cobalt,{F7696283-EC85-47BD-9B85-8A20E08B792C},,,,92,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{9F2B007C-26D3-411C-93AE-718DE5D74ABE}
703,OSMP,No,Hiking Trail,124-415-414,No,124,0.036,-9999,Post Office Access,{B323B085-1E26-4573-A68B-9E39F9711792},,,,260,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{3F257032-BFAB-489E-A614-B55F76EE4300}
965,OSMP,Yes,Multi-Use Trail,408-675-655,Yes,408,0.146,747,Left Hand,{8AE476C2-480E-4494-8CED-D348887E697A},,,,84,Until Further Notice,,Left Hand,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{6921DBEF-1ED2-42A0-9D6D-4978C064E00C}
768,OSMP,No,Hiking Trail,517-676-677,No,517,0.07,340,KOA Lake,{09F20DAE-7BF2-48F1-A1D0-2D2A718E5CD8},,,,636,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{07F807C5-6116-41A1-AAD5-39B13301269E}
729,OSMP,No,Hiking Trail,290-659-660,Yes,290,0.007,-9999,Dakota Ridge,{AB320BA8-56B7-459B-8F3B-AFB93FC9A9EC},,,,229,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A060D58D-82DA-4065-A52F-BE56B8E8ABCA}
754,OSMP,No,Hiking Trail,290-350-660,Yes,290,0.098,514,Dakota Ridge,{FDD61D20-7474-4EC1-AAE5-A0212949A40D},,,,270,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6A97CE2C-5842-4A6B-9763-7DA5060EE4D7}
841,OSMP,Yes,Multi-Use Trail,518-678-538,Yes,518,0.812,-9999,IBM Connector,{9B72AC27-3BF3-4617-A664-CB349DB15BFA},,,,641,Until Further Notice,,,Open,Construction,,https://bouldercolorado.gov/osmp/temporary-closures,,{2976DACD-43E5-48E6-89F3-6E2AFF9DAF5B}
842,OSMP,Yes,Multi-Use Trail,506-550-678,Yes,506,0.551,-9999,Cottontail,{07D03F0E-263A-4B9C-983F-195154E47F91},,,,53,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A3298179-5625-48AF-B8D4-809F9E9DA791}
843,OSMP,Yes,Multi-Use Trail,506-678-551,Yes,506,0.235,-9999,Cottontail,{410F1FED-0036-48E2-87C0-5EA60244C833},,,,54,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C48A0FA0-077E-4DB0-A878-84E3D7840DAA}
848,OSMP,No,Hiking Trail,346-688-689,Yes,346,0.004,-9999,Baseline Connector,{93C5A6FE-3C80-4FF5-9F8B-141EE7A1CDC6},,,,35,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{86B38620-5F68-4E90-927C-0845FC254017}
1098,OSMP,No,Hiking Trail,345-679-680,No,345,0.008,-9999,Green Mountain Summit,{3AFBB368-D07C-402D-855A-EE1E7D3C6503},,,,411,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E4B335C0-545E-4F07-9DCB-F23A78D51221}
887,OSMP,No,Hiking Trail,228-247-679,No,228,0.035,-9999,Green Mountain West Ridge,{53221FAD-6FD0-4D96-B75B-5BA8447F7C03},,,,60,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3FD4BC44-8F44-4C06-9863-AAB2F0FA331A}
898,OSMP,No,Hiking Trail,339-022-690,Yes,339,0.039,-9999,6th Street Connector,{00B3B775-1678-41FE-B371-EC9F69CC33F3},,,,34,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7DD97BD2-1765-4B54-8837-CBF14C6B6FC6}
849,OSMP,No,Hiking Trail,339-690-120,Yes,339,0.003,-9999,6th Street Connector,{9D06CF8F-D457-469C-A1C5-4F34FD564861},,,,36,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8A9EE9C2-8BEF-43C8-AFD2-F2E1A6CFA85C}
896,OSMP,No,Hiking Trail,347-689-690,Yes,347,0.033,-9999,6th Street Connector West,{0F918B0E-0E76-481C-8BE8-252F533D5182},,,,32,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7A348B4E-5C9F-4A5C-94C8-04EE061A6DAF}
888,OSMP,No,Hiking Trail,348-687-682,Yes,348,0.017,-9999,7th Street Connector,{92DAF728-56E1-4538-97DD-A6A6CF66AF96},,,,61,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E667A7C7-9FF0-40B6-BBE9-CA0022CBF106}
889,OSMP,No,Hiking Trail,349-686-683,Yes,349,0.018,-9999,8th Street Connector,{911D1FC4-BDAC-4459-B4CD-86CEBA67C1F6},,,,62,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{905DBBD6-29FF-428C-9517-E35D01BB4685}
890,OSMP,No,Hiking Trail,350-685-684,Yes,350,0.017,-9999,9th Street Connector,{5CFA746B-8B7E-4030-8C61-F292F8D9FEC8},,,,63,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8140DC49-CDC3-4E05-8748-433D7DC694A1}
897,OSMP,No,Hiking Trail,346-689-681,Yes,346,0.036,-9999,Baseline Connector,{4EDB595B-522B-4D8F-BF72-73BC9E4D470C},,,,33,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{25700528-410D-4416-90D8-7E8E526F45D3}
895,OSMP,No,Hiking Trail,251-032-685,Yes,251,0.01,-9999,Baseline,{7353E1C7-E5D9-4865-86CB-A78F1BF783C3},,,,31,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6401E40E-2D08-4A0A-9A02-658BD16E9F64}
894,OSMP,No,Hiking Trail,251-685-023,Yes,251,0.008,-9999,Baseline,{807A0473-20C2-42A0-9568-6C9B2764AFE1},,,,30,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5F22F3FA-14FE-4BA2-A202-09078BA918E6}
892,OSMP,No,Hiking Trail,251-686-687,Yes,251,0.053,-9999,Baseline,{0E32C820-2AF0-4580-922C-076F7E98F1AD},,,,65,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D764CB5B-D6C0-4DED-BAE0-927C15E3066B}
893,OSMP,No,Hiking Trail,251-023-686,Yes,251,0.052,-9999,Baseline,{51A4C583-B8CD-4CEC-AE69-CA487F4824A5},,,,66,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6453FAFE-53FC-45C5-B200-086559E539F5}
891,OSMP,No,Hiking Trail,251-687-022,Yes,251,0.039,-9999,Baseline,{BADA2962-53F1-4002-AD35-06544EE177B3},,,,64,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DE274A60-249B-4167-AC76-3D37B9DABC8D}
850,OSMP,No,Hiking Trail,251-688-025,Yes,251,0.199,-9999,Baseline,{01A58D77-732A-4D3F-9FBE-D3E746C3D985},,,,67,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A81B0F0E-BA27-4166-B9EB-22D344CFE05D}
929,OSMP,No,Hiking Trail,251-022-688,Yes,251,0.069,-9999,Baseline,{835AFC9F-BE2E-49FF-9ABE-C9B2BA0D28FE},,,,68,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F417BA86-4D00-4FB0-A670-2F6799930485}
766,OSMP,No,Climbing Access,311-259-257,No,311,0.181,-9999,Flatirons Descent,{CFA67EBC-B6B8-4F29-8BBC-CBE778EC0FEE},,,,10,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{BC55D5FC-E4D1-4C9B-A960-7BB096A2C52D}
880,OSMP,No,Hiking Trail,201-066-159,Yes,201,0.175,,Mesa,{916FAE7E-4595-4CC2-83D3-8C8A66CE2E59},,,,540,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{42ECC3C1-79A4-4607-A926-F8A6A043A0BF}
879,OSMP,No,Hiking Trail,201-067-066,Yes,201,0.217,,Mesa,{BF850311-1502-4A0A-A937-9B9EC0A727D9},,,,539,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{230C451A-5AB7-4DD9-AE26-552D09E4686C}
878,OSMP,No,Hiking Trail,201-005-067,Yes,201,0.303,,Mesa,{081D9A6E-AA0F-4CDB-82C3-E1CDB3108780},,,,538,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{78BE5CF5-CF01-4743-AC5C-619192A6B02D}
877,OSMP,No,Hiking Trail,201-007-005,Yes,201,0.224,,Mesa,{450C487E-A25A-4793-9870-88A8D0811FF1},,,,537,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{95580252-39E9-489C-8E95-4A61B00FC3D3}
876,OSMP,No,Hiking Trail,201-074-007,Yes,201,0.061,,Mesa,{3D570701-D66F-412A-9863-1EAB954FE778},,,,536,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{04D79916-57DA-44CC-8070-AFED5BE371FF}
874,OSMP,No,Hiking Trail,201-068-074,Yes,201,0.123,,Mesa,{94665D3E-F0EF-44C1-871D-9FFA2EB6DE5E},,,,534,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D847E98F-ADB0-40E8-BBB1-FBC1E8014262}
875,OSMP,No,Hiking Trail,201-073-068,Yes,201,0.15,,Mesa,{E983E6E5-9773-41DC-B96E-0CC9F0DB0240},,,,535,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A07FCDFE-126F-4A89-B6D9-BDF66E722157}
873,OSMP,No,Hiking Trail,201-065-073,Yes,201,0.078,,Mesa,{70C08F4F-B194-4C51-B2C9-E43A74BEA9A2},,,,533,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DC5A4607-0543-466E-B812-96689959E343}
872,OSMP,No,Hiking Trail,201-072-065,Yes,201,0.145,,Mesa,{38D255EF-48FD-43AD-B877-81FE287E52EE},,,,532,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{87BBBB5B-83D1-4422-BF57-35163A3B308B}
871,OSMP,No,Hiking Trail,204-163-161,Yes,204,0.366,,Shadow Canyon South,{0C79D5F6-10F4-44D4-87C4-676D81E8101F},,,,531,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A42B3292-BEA4-46BB-B9E8-E2A8C94BBE04}
830,OSMP,No,Hiking Trail,204-164-163,Yes,204,0.112,,Shadow Canyon South,{7CE1EBB0-3E87-4FCF-946A-489BDFC1E3AC},,,,530,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1623B4CE-0EA2-4129-9C93-62BB90EB0CBF}
829,OSMP,No,Hiking Trail,204-159-164,Yes,204,0.402,,Shadow Canyon South,{96D3932E-69EC-4518-ACB6-25CA1D6D8E9B},,,,529,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{51E75DCE-F5FF-4284-8B75-9E9CF7A9A87B}
825,OSMP,No,Hiking Trail,250-028-029,Yes,250,0.308,,Chautauqua,{6192E2C4-FF66-4E8F-B368-1CB5EB82E36E},,,,522,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6E4D0D52-65BD-4076-B9D9-533CED7181CD}
826,OSMP,No,Hiking Trail,250-024-028,Yes,250,,,Chautauqua,{78759325-9139-4B50-8945-4F6E1974764F},,,,523,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3EA1B50C-F1A4-491B-BCFE-9AD54DC482A4}
827,OSMP,No,Hiking Trail,250-020-024,Yes,250,0.15,,Chautauqua,{42A452DE-CA2A-461E-8AA0-EA16C187E3DD},,,,524,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5833326C-CA96-482F-96A2-49DCD5979FD7}
828,OSMP,No,Hiking Trail,250-018-020,Yes,250,0.079,,Chautauqua,{9EB5D6EA-BE6E-4DED-86D2-EB6D6F284121},,,,525,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A198C38B-63A9-4444-A386-8E9F342F166B}
882,OSMP,No,Hiking Trail,201-071-372,Yes,201,0.049,,Mesa,{E9C9FC73-7777-4281-94E7-CAA80BA17AEB},,,,544,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BB4B5BEB-3C4E-4B64-8754-581CDE9ED12D}
881,OSMP,No,Hiking Trail,201-070-071,Yes,201,0.038,,Mesa,{EBDE4880-5B70-461B-A351-4CEC18F2025D},,,,543,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D28E6460-369B-4542-99A9-4D8A8BBA8DFA}
883,OSMP,No,Hiking Trail,201-159-160,Yes,201,0.307,,Mesa,{807B7AFF-79F9-40C0-8F3B-92FF23180DAF},,,,546,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8F34F9B3-D82D-42C7-9EC5-1BF59965F876}
824,OSMP,No,Hiking Trail,201-086-112,Yes,201,0.339,,Mesa,{EDE98A07-1871-45ED-96EA-08A01E4C8292},,,,520,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{96651B0C-55DB-40CC-B7C2-AD88BF3E5734}
1054,OSMP,No,Hiking Trail,215-045-046,Yes,215,0.732,,South Fork Shanahan,{71264733-64D0-4F89-9F35-7630A9C176DB},,,,588,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4CFB04EC-618A-413E-BCA8-3092F5347DDA}
1055,OSMP,No,Hiking Trail,216-046-043,Yes,216,0.405,,Shanahan Connector,{EC6C14A0-84CC-425B-817B-9A098CB98482},,,,589,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5C3F7A76-8FC1-40E5-B598-175A8A1B1853}
1056,OSMP,No,Hiking Trail,217-043-044,Yes,217,0.528,,North Fork Shanahan,{D8784804-AC46-4077-B20C-12BD14AB48CE},,,,590,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A1897EBC-ACC5-4F77-B28D-D1E6AEA8D565}
1057,OSMP,No,Hiking Trail,217-039-043,Yes,217,0.187,,North Fork Shanahan,{919F4557-5D6D-4EDC-9BBE-54BF5AECF31C},,,,591,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{06D36917-22E0-4099-95C2-C656AEFA24EE}
1058,OSMP,No,Hiking Trail,217-037-039,Yes,217,0.374,,North Fork Shanahan,{158D0C38-952A-4AD2-A7E8-C92CCE49A889},,,,592,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{99AC8AD9-58DC-4FAD-98F8-D22D1A5D120F}
1109,OSMP,No,Hiking Trail,217-035-037,Yes,217,0.163,,North Fork Shanahan,{861BA893-049F-499B-991A-316CAF3A155D},,,,593,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{11AEB99B-7506-4587-BB99-A2E94782BE2B}
1110,OSMP,No,Hiking Trail,218-036-035,Yes,218,0.096,,Hardscrabble Connector,{B44481CB-D613-486E-812E-DD68E714A88F},,,,594,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{231E5AD3-6C92-4BB5-85E8-9882D372758A}
1052,OSMP,No,Hiking Trail,221-041-040,Yes,221,0.02,,Cragmoor Connector,{525B1BA7-C655-456D-9F4A-69E4E95FCF2A},,,,586,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{439198FA-2CA3-442F-95E8-F677F8C000F2}
1053,OSMP,No,Hiking Trail,221-040-039,Yes,221,0.221,,Cragmoor Connector,{F3A4E2BB-1F99-4DF4-8B8C-CD2721E8B5F4},,,,587,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{ECEA8BA7-DC00-4916-B89B-FD2E2D4AECA4}
776,OSMP,Yes,Multi-Use Trail,403-618-621,Yes,403,0.219,,Foothills South,{282D3137-A957-4313-A72A-E5B63CB9B666},,,,526,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D67EC925-AD84-4FEF-B788-DC76FBBC6296}
777,OSMP,Yes,Multi-Use Trail,403-617-618,Yes,403,0.072,,Foothills South,{35BE3E89-53E1-4A07-A735-4456B896405A},,,,527,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6132FD87-9FB0-4F19-A63F-55C6D14FE32D}
